0.2813668;1.641256;4.171347;2.57701;4.882682
8.259526;8.857806;3.112228;3.20241;8.488277
5.238584;2.038702;2.731227;8.752048;8.39007
6.941726;1.819487;2.574408;9.931598;2.927452
3.162656;8.15567;3.242413;8.18945;8.155477
9.97721;1.90161;8.133333;2.525932;3.860529
0.1730213;1.054048;4.503795;7.062832;4.586834
0.7102782;6.354259;0.3352104;6.849556;5.686664
5.288573;8.669989;5.36198;3.700112;8.890154
1.836611;8.419908;2.533074;8.814446;8.118937
8.634509;5.442732;4.0492;6.327603;1.258734
0.7064275;7.850983;2.581488;6.157579;2.192989
3.305865;7.292667;3.400248;8.480837;4.354049
2.418949;5.91489;5.722063;4.033945;6.177299
5.830372;0.3006435;4.853405;4.090859;0.1948257
7.712665;0.04235143;3.226301;6.53537;3.929359
3.750913;1.210449;4.041758;8.251923;8.760553
9.596708;6.37712;9.086575;8.617288;1.018289
3.062816;4.383848;8.507414;9.158335;6.407838
0.5382804;7.826925;4.018888;5.286397;6.621891
9.602065;2.858163;2.977729;1.040094;5.594326
2.148118;2.941344;0.4990455;1.212649;8.544369
3.570313;1.165214;0.4405962;8.552505;8.604542
8.413751;7.129619;8.075417;0.01709156;2.384118
2.255834;5.39197;0.6972323;0.3066402;2.60784
8.767829;8.900556;9.735761;9.235445;9.082967
4.106316;2.842201;3.127657;4.192394;7.46364
8.887043;8.999256;7.726972;9.770579;4.703149
2.616359;1.385627;7.576405;8.452787;9.292596
6.450336;6.650391;3.294989;3.559843;8.209104
7.963944;4.446918;8.729612;2.01443;6.927471
2.921444;4.061521;4.853934;9.988499;9.677636
7.171835;9.732;8.970003;4.504462;3.069292
7.256174;2.301269;7.469487;5.723103;0.201194
1.129933;8.675742;2.719492;4.738725;6.645804
6.852015;6.579464;1.859535;6.049792;4.18268
7.052714;3.095954;5.872628;1.354822;3.596974
5.356696;0.490584;2.104214;5.30492;7.104101
5.340962;9.488622;6.692474;3.203704;9.42581
6.061444;1.016673;8.588282;0.8336905;1.050148
0.1476458;2.212195;5.233667;1.294788;7.838924
2.188016;2.061226;1.092744;5.760585;4.682189
2.887969;7.541815;8.502663;2.636296;9.379356
3.19577;8.468082;3.39982;6.457138;9.679224
4.647582;3.501867;9.044583;3.375582;5.210241
1.131189;6.942971;9.420991;8.371573;3.288342
3.043085;6.710009;4.584504;0.289976;0.524868
2.423514;7.132529;2.6877;4.146274;0.8384689
3.339908;1.23028;6.613966;5.500054;3.940501
7.940652;4.044275;0.9805978;0.09550571;6.700173
3.200082;5.15919;3.248577;9.272142;8.831771
9.074461;5.759299;5.874014;1.23063;9.211678
8.731442;5.334192;4.976392;3.864532;1.336982
0.8508825;9.305683;4.308057;4.657375;5.138267
4.360657;2.855235;4.4767;4.970612;4.949982
1.508449;5.508891;0.1186649;7.850653;9.926839
9.301646;6.288764;9.578618;2.896841;6.595047
5.059876;6.331914;9.203491;9.862107;9.535722
6.446625;4.296158;1.355541;8.68381;8.321263
8.55226;5.268284;6.633909;7.060708;0.7882537
2.360204;6.618485;3.177822;0.5504796;4.871641
4.230602;9.115743;4.316218;9.016246;7.886368
2.628213;6.900167;4.616528;2.317515;9.701926
5.725843;5.572248;0.9752281;7.725015;6.488091
2.484282;8.054344;2.578814;8.791346;5.978632
3.099605;3.211126;4.212555;0.6229368;5.720294
1.921681;9.401868;4.796168;2.272599;1.498929
3.207535;8.428365;0.3794448;3.163254;8.637862
3.165021;4.729921;3.503512;1.855845;9.646418
2.341883;0.0001090718;2.984963;4.09987;3.471831
4.010768;2.01882;1.092941;2.297768;9.524624
8.537524;2.841934;2.66321;8.328403;9.1501
8.400493;3.202014;8.523062;1.477191;7.411978
3.973403;3.223285;2.239253;3.096882;5.433994
8.958401;2.28612;3.612992;6.797907;9.473916
8.31171;4.771007;3.566537;6.746453;8.398917
6.101588;7.22835;9.746;5.78307;4.243807
7.492726;2.299596;3.637411;8.285556;0.7402254
9.10265;0.1221357;9.414767;8.269317;9.700557
1.705408;4.073366;0.5632037;5.514703;6.402939
3.265878;8.051283;7.795394;2.87804;7.090324
6.893728;4.959866;3.83285;0.5006338;2.756252
8.954982;2.893265;7.676859;8.012768;6.426255
3.840796;1.631845;2.062625;6.530095;6.033706
9.216287;0.5814367;1.086984;0.8313259;9.312536
3.382252;8.154142;3.210231;1.015966;8.037691
4.067595;2.867146;8.773591;6.677084;3.460664
5.764174;1.50235;4.457446;2.613977;4.092831
5.28596;9.104403;5.609586;6.604191;2.185872
8.09305;1.20842;6.728889;4.471851;0.4514318
2.595679;3.704913;5.261078;1.864561;4.677683
0.14203;5.933242;9.811168;4.027485;5.680205
2.425779;4.458157;2.646941;0.1474675;3.522233
1.852537;7.376369;1.411278;9.067983;5.889897
3.947929;2.439407;1.583758;3.08319;1.501386
6.566775;3.631249;6.604568;9.816673;1.730189
5.406024;7.16243;5.793482;4.43973;0.0131539
3.154534;8.366104;5.680283;2.505968;6.678002
2.892178;0.6123266;6.687048;4.519648;5.879851
5.866341;0.8756723;6.405233;6.328257;9.235069
4.208785;5.227963;5.283248;9.199646;7.966909
5.048178;3.046548;9.161013;1.537308;2.15948
2.136423;6.756673;3.583749;9.273719;8.796656
9.075767;2.456771;2.938908;5.990991;3.464172
1.06197;5.174628;3.457076;8.858818;7.912334
8.095744;8.247455;7.083418;8.226851;3.620661
1.016351;8.402298;1.274979;6.101097;6.678844
2.046937;0.8167006;1.656164;7.273545;5.046045
8.032261;8.603119;4.622079;3.803796;5.119321
6.950965;0.09449374;0.668006;0.5127351;7.813942
2.278756;9.358043;2.073075;9.529318;8.283313
0.3243681;3.939079;8.886739;8.662602;1.37898
0.4551223;1.778053;0.1238995;7.031363;8.765912
2.626598;4.69043;0.02496401;4.732591;7.907008
5.908117;5.047276;1.456196;2.678074;1.040294
3.30721;9.885992;1.910209;3.831946;7.384917
8.215266;9.263127;9.017262;5.367058;3.248878
2.576125;7.925958;8.099953;8.92502;7.358893
6.197163;6.144735;0.7100056;3.433091;3.044872
1.74901;7.698465;8.279692;6.682101;7.077723
7.466218;2.222239;0.4838697;5.067603;7.357196
0.5062967;2.411367;6.575042;3.364992;1.511836
6.205039;1.985295;0.757382;5.339528;8.682445
8.779924;4.041219;9.685583;4.808446;0.7310924
5.967378;7.305871;1.286306;6.807694;0.6827118
5.371062;0.7735692;7.745779;7.565961;7.163345
5.712416;2.860296;1.057659;0.1017531;5.123577
3.498999;9.544449;2.870017;9.008105;2.92955
9.143004;2.1168;9.281534;8.157295;4.540227
3.540662;2.992342;3.492756;8.074439;9.079553
8.936373;3.810053;1.536458;7.952582;9.487307
8.356828;8.554781;5.630928;5.788546;1.44671
2.644791;5.845931;5.226824;5.462608;2.890337
1.57436;7.70186;6.138179;3.423585;4.456255
3.158408;8.285659;1.953906;3.362403;9.066222
5.58256;3.681616;8.829332;3.240246;8.799986
9.595557;6.060561;8.791237;2.427707;1.307339
5.55122;8.643836;0.7813705;6.074966;3.230922
0.740266;5.283624;6.98777;5.591963;7.903384
0.233515;4.673744;1.243082;5.620272;3.55879
9.238003;7.892316;5.109953;0.8904112;8.122594
7.869137;0.1610096;7.575786;6.738165;8.685918
7.047446;0.7589578;3.528218;1.552831;1.206266
2.678342;4.55759;4.792831;8.253586;7.665233
9.647234;2.098629;7.022619;0.4577154;2.497639
4.620119;9.100688;7.012152;2.130478;5.387433
9.45352;1.757669;1.644398;6.671141;5.785051
0.2493334;9.631263;5.98895;7.441095;6.170824
2.847853;5.731672;5.448048;5.881514;5.21876
8.557385;6.568069;7.668182;7.10262;6.839555
2.010536;5.124841;6.61542;0.02212185;1.608786
8.239848;4.415322;9.944196;8.428424;0.5907838
6.750363;0.9037705;0.7770917;7.715898;8.325094
2.823519;0.7166616;3.36121;1.048005;9.813455
4.982269;4.989327;6.088085;9.556133;4.829529
3.997859;8.853757;9.72157;2.330672;6.799166
0.2216665;8.185076;0.274526;3.431752;6.303892
5.645178;3.597691;7.149782;0.6807407;3.077645
2.344376;9.421041;5.95656;3.7977;4.962715
8.025743;0.523525;6.592768;0.4169321;2.90132
0.539762;5.765807;8.80515;4.163211;5.085981
3.200262;8.964102;2.710786;4.964692;5.648039
2.24922;0.3974722;0.706847;4.970041;8.824341
4.374593;6.617744;3.794981;5.17268;1.900644
4.587253;8.489615;0.2375851;7.63617;0.4941083
3.25212;9.159523;9.072632;7.402915;1.083456
8.002967;7.185745;1.615381;5.80114;6.286456
5.157319;8.976696;1.000887;6.48528;3.348902
8.106144;0.5490257;8.054653;1.38005;7.127961
2.39419;9.759824;9.534044;4.282368;0.9362196
0.2029287;1.531724;5.938754;5.600426;7.270921
5.877312;8.461752;6.970122;6.288001;3.045151
2.209686;9.023648;1.155917;1.779943;9.195521
4.594195;7.367995;7.296486;1.797044;6.824617
4.425255;9.29406;6.965158;4.772723;7.328336
0.7834027;1.647772;7.569432;8.158904;9.055385
2.430063;8.8702;1.704409;7.205004;8.110193
6.571651;9.502192;3.351328;7.897336;0.5548981
7.562631;9.814436;6.406944;8.340938;6.779661
0.8527023;1.740108;1.531294;0.1061557;6.735024
6.85287;0.8849044;5.417752;5.306735;0.3622531
9.133344;4.08419;6.850788;1.56625;9.609994
6.458861;2.949441;5.104403;3.537191;5.824609
1.649212;2.297324;9.399933;1.744442;1.641731
1.177306;3.345445;7.483191;6.827494;0.2943378
5.758344;9.737823;7.586654;8.958266;1.122439
5.723535;9.456598;3.286285;5.545544;3.055615
1.158795;3.597962;7.664174;2.982726;9.714188
7.713968;4.337399;3.75718;7.858973;0.5791048
5.772406;7.039726;9.595685;4.494045;2.922874
6.32358;6.419709;0.46539;8.17244;6.949565
9.212504;5.181729;4.333807;2.642284;1.988349
5.168063;7.752599;3.533399;3.189587;4.782279
5.916325;5.25294;9.615624;2.337126;1.512877
9.215046;7.892618;7.752611;7.209909;4.462434
9.818329;3.968778;3.412274;6.028293;2.591963
9.061299;6.233047;1.129823;0.7132601;2.452206
9.87853;5.993659;9.941791;1.353431;7.240307
2.063319;6.614166;6.22414;1.30554;8.81553
7.471318;8.689395;7.257177;4.519681;7.184439
4.526373;5.90313;1.449825;9.296237;1.149663
3.359577;8.093129;8.028712;3.836653;4.365725
9.075747;1.804418;9.288237;5.269577;0.1500951
8.764732;7.616673;0.9740288;4.965577;9.618492
8.949389;1.905978;3.164778;1.141059;3.056431
2.128329;1.7178;9.102179;1.98997;4.052575
3.583819;6.766115;6.953208;8.684783;3.427887
7.42842;8.457355;9.183619;0.5645104;8.317087
2.131345;3.691658;2.12775;6.279023;6.167414
4.670202;3.955385;4.545389;4.417332;9.326248
1.266728;6.580419;4.54391;2.950872;2.603737
3.628604;8.266793;7.711293;3.454591;7.237759
6.744133;5.857545;5.443821;5.516722;9.183607
4.941433;2.752665;7.481564;4.672976;9.925982
6.802062;3.504731;0.230584;0.7524666;0.7337396
9.607694;2.587248;5.006461;2.834308;9.955518
5.166276;5.58509;5.18959;7.467645;9.673752
2.697292;2.870044;9.484436;0.3652848;9.736986
9.629275;4.039612;4.349995;4.809608;9.419131
7.638388;7.542653;2.455876;2.782507;8.813475
5.285799;9.929115;4.988587;3.765215;1.010889
1.193854;1.571353;5.434768;9.895817;1.148157
1.775152;7.367842;0.4681887;5.238199;7.778475
3.03998;9.103163;8.895036;1.538251;8.347116
8.629034;2.289791;0.8540035;0.854878;0.4253829
5.874285;7.260158;5.499068;5.797601;2.3437
4.870884;7.913199;3.220853;5.966458;2.504939
7.069777;6.81723;7.099959;4.778001;1.448922
9.407164;1.062815;4.943436;7.066415;1.287586
6.208247;9.039432;0.6737175;1.49119;4.946588
7.626507;4.279446;6.020452;4.491601;9.251768
3.529944;2.262622;1.703351;1.817885;4.964102
8.772568;2.496767;3.467114;1.077559;3.508685
2.530743;5.416449;6.863984;3.89471;7.860164
0.9714482;6.463384;5.487117;0.001752453;1.926784
0.3517882;7.924424;0.5541161;6.946005;6.798907
9.142984;6.373573;9.681112;9.003799;5.528065
3.743077;9.078524;2.971065;5.383726;0.7720206
5.25095;8.569636;2.361457;2.467239;9.610096
5.998132;4.148106;2.920555;6.057573;6.996068
3.166776;0.1654916;2.959588;9.580434;5.048922
3.37647;0.3140047;4.391662;1.192744;6.453486
8.001442;6.253851;8.736226;5.927469;8.910986
2.958683;0.7137615;3.601675;0.6674585;8.706469
1.880781;2.726725;1.871089;6.548524;3.698511
4.140506;3.873106;2.567824;4.867176;6.819115
4.603616;8.31436;1.358172;1.771989;8.129821
3.792436;6.776754;6.430001;7.902752;5.432616
1.219023;0.8421652;1.209944;2.686441;4.283437
2.524926;5.128376;9.43018;8.932315;8.332502
3.08879;2.562841;5.899838;2.748617;0.7049836
5.159326;8.025632;2.437201;6.73999;5.958634
2.271008;5.668735;2.060253;2.719292;2.335517
4.53371;4.042818;0.52089;1.654059;8.853526
1.882445;3.392622;8.530801;1.480479;6.289302
8.492903;3.38629;0.05168049;2.815076;9.106802
5.310677;2.304748;5.186069;5.143715;6.504013
1.817718;7.657762;6.69216;3.975156;4.025259
6.9265;5.602163;6.072352;3.764064;4.969254
7.837865;6.93084;0.3582559;9.85744;9.48842
0.6772382;0.2721942;3.285327;1.202708;1.960778
7.134361;5.50876;7.833701;2.160743;1.947007
4.747803;4.500689;3.10556;3.5052;0.6111274
9.744806;5.970188;7.735692;0.9192142;6.770784
8.370223;4.195864;8.929221;1.677479;2.50951
3.903498;3.178566;6.207021;3.832628;2.275343
9.267452;0.938011;0.3790782;5.8956;9.25702
5.368495;6.196742;6.215875;3.945812;6.193759
2.634877;1.157182;8.032586;3.511468;8.425842
1.143626;8.691917;7.816224;1.414206;8.435093
8.468161;1.674205;9.257864;4.737876;2.369823
6.456623;9.315237;3.901155;4.101809;2.899522
3.342417;8.097622;8.004918;0.7541994;1.540977
5.660626;7.660411;1.125472;4.258425;8.311633
0.6493856;4.17597;1.663797;3.169733;9.499238
3.344153;4.32796;3.603766;6.613815;5.765522
9.023663;4.595452;3.882812;9.988464;1.507483
4.319203;0.9665306;5.469969;7.83613;2.123647
7.771543;5.297945;0.8142276;0.8737326;8.604187
9.897574;2.279123;8.797077;5.335214;3.231029
0.3356285;7.836405;5.02776;9.845357;2.485905
7.429872;9.386599;5.220123;0.07295643;4.78693
3.283378;1.128466;8.992764;9.361075;1.159766
6.462594;9.949997;3.479312;7.207498;7.322588
6.33329;9.864527;4.379024;2.239258;2.446617
5.024901;7.141059;1.979227;0.548548;4.060273
9.61292;5.435518;1.72832;6.672752;9.642177
9.660985;3.706477;1.187758;8.73987;0.4171234
9.022247;9.786503;9.660309;2.391541;9.626719
8.16511;2.463613;9.030835;3.995253;9.980305
3.724118;8.356846;9.994017;2.987342;5.200554
0.8118695;8.386278;4.47489;5.111812;7.826866
7.229053;4.362587;8.737652;8.373189;4.098664
8.280095;8.119687;6.95379;0.2744684;7.870154
0.8388881;5.415206;6.424616;0.3360973;1.099072
6.786176;4.478673;2.63664;4.967193;2.102582
1.247701;5.825452;8.601176;2.162357;1.779739
7.164317;3.829253;5.778383;0.4253509;0.6375208
2.062057;0.2941616;0.9067775;8.089151;2.421014
6.73307;3.674044;2.487494;5.318903;5.922121
0.7616337;9.768718;9.249208;0.3324414;8.729723
5.935102;3.817322;5.573455;9.249533;9.663339
6.088886;4.143382;9.394122;4.084981;6.412539
4.933842;0.9304726;0.6234495;5.412026;2.617896
5.472094;1.300642;3.637136;4.533186;5.266644
0.7837209;7.507559;6.957123;0.07281429;2.267032
3.34581;5.112845;3.946386;3.537486;8.82094
9.721856;7.080631;8.45084;4.064586;6.694045
7.759845;9.178221;5.349329;0.2348064;7.142168
3.893588;3.676924;3.218357;7.376693;8.685041
1.208769;2.407722;3.099383;0.1632571;0.7784753
3.601041;6.964888;7.054658;3.852769;2.402501
8.904432;7.814203;0.5413498;6.948077;6.741904
2.575805;6.277095;2.786683;4.300131;2.162767
1.16877;9.637932;7.909951;3.994072;4.41865
1.796851;6.742294;9.76309;6.82388;2.680271
1.246813;9.045423;6.590634;5.903426;4.158692
2.608503;3.290509;5.524677;9.252365;3.713571
5.95468;0.8784909;2.74981;7.05415;3.743145
0.1037456;2.404887;8.279741;9.047814;8.567071
4.278681;1.516531;6.328183;6.273721;2.776857
1.843922;0.1912468;9.46269;4.281446;5.194704
0.03610606;3.776935;5.75188;8.605696;8.132872
6.861871;2.65361;2.238653;2.023055;9.108491
4.138955;7.874633;7.56847;2.214968;6.813803
4.820754;2.37613;7.697776;0.6402362;3.498386
2.747879;6.815644;4.973694;9.428487;6.58789
3.173898;8.761899;6.612752;6.348242;2.849427
0.3935801;5.517342;4.870444;0.7766804;2.425903
4.406673;0.4322915;9.443171;1.03011;9.418822
5.862218;8.189239;9.387478;4.065586;7.882137
3.043833;8.844882;6.983011;4.081221;4.942149
9.329032;4.579807;9.861409;9.872434;3.711788
2.315423;7.180074;9.128036;6.474139;6.558412
3.483635;0.1233717;9.352234;8.658844;1.514955
6.048597;2.169995;9.458656;3.310888;6.292758
9.571542;7.380043;4.450971;3.98728;3.472811
2.346494;5.33113;8.614449;3.012858;3.219379
4.485909;8.432126;0.3292001;3.880931;2.222042
4.670347;0.8901863;7.143866;9.4608;9.215066
1.464819;3.188917;4.940824;3.98293;3.643308
3.329645;4.171246;5.094036;7.016892;9.831412
6.229037;4.064989;4.683144;1.635601;1.005574
6.704267;4.644021;8.838826;0.556073;3.206972
0.6458042;6.326683;5.768514;6.923274;9.787796
5.08419;4.987102;4.775662;0.2932314;3.394685
9.416558;7.848648;2.875471;4.224232;0.9786063
2.435232;6.010426;6.244425;3.988957;5.850648
